,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_living15,sqft_lot15,grade_num,bed_bath_ratio,mean_price,id,zip_city,Waterfront
2202,230000.0,2.0,1.75,1910.0,3376.0,2.0,1910.0,1470.0,3623.0,8.0,1.1428571428571428,540296.5735055795,1442800400,0,0
2203,604000.0,4.0,2.5,2260.0,7753.0,2.0,2260.0,2690.0,8924.0,9.0,1.6,540296.5735055795,3905000200,0,0
2204,250000.0,3.0,1.75,1770.0,8868.0,1.0,1770.0,1630.0,9706.0,7.0,1.7142857142857142,540296.5735055795,4399200075,0,0
2205,258500.0,3.0,2.0,1460.0,7930.0,1.0,1460.0,1630.0,7930.0,7.0,1.5,540296.5735055795,1545802830,0,0
2206,783000.0,4.0,2.75,2080.0,5000.0,1.0,1470.0,1970.0,5000.0,8.0,1.4545454545454546,540296.5735055795,1370804100,1,0
2207,1050000.0,5.0,2.25,2960.0,7680.0,1.0,1550.0,2860.0,7680.0,8.0,2.2222222222222223,540296.5735055795,269000240,1,0
2208,760000.0,4.0,2.5,3220.0,4031.0,2.0,3220.0,3150.0,5083.0,9.0,1.6,540296.5735055795,2619920030,0,0
2209,276000.0,3.0,1.0,1140.0,5000.0,1.0,1140.0,1140.0,5000.0,7.0,3.0,540296.5735055795,3438500339,1,0
2210,550000.0,4.0,2.0,1660.0,12377.0,1.0,1660.0,1820.0,8968.0,8.0,2.0,540296.5735055795,8563001070,0,0
2212,775000.0,3.0,3.0,1820.0,4300.0,1.5,1620.0,1440.0,4300.0,8.0,1.0,540296.5735055795,2767800140,1,0
2213,1030000.0,4.0,3.0,3540.0,10202.0,2.0,2720.0,2780.0,10714.0,8.0,1.3333333333333333,540296.5735055795,2600140070,0,0
2215,564500.0,4.0,2.75,3100.0,14568.0,2.0,3100.0,2860.0,14396.0,8.0,1.4545454545454546,540296.5735055795,2787250240,0,0
2216,782000.0,4.0,1.75,1500.0,6820.0,1.5,1500.0,1360.0,4125.0,7.0,2.2857142857142856,540296.5735055795,5309100295,1,0
2217,398000.0,4.0,2.5,2820.0,5510.0,2.0,2820.0,2820.0,5510.0,9.0,1.6,540296.5735055795,2781260370,0,0
2218,257000.0,3.0,1.75,1850.0,10920.0,1.5,1850.0,1510.0,7871.0,6.0,1.7142857142857142,540296.5735055795,1926059155,0,0
2219,235000.0,4.0,2.0,1570.0,9415.0,2.0,1570.0,1550.0,8978.0,7.0,2.0,540296.5735055795,7137900960,0,0
2220,453000.0,4.0,2.75,2300.0,37533.0,1.0,1550.0,2130.0,10092.0,8.0,1.4545454545454546,540296.5735055795,2817100570,0,0
2221,535000.0,2.0,1.0,920.0,9000.0,1.0,920.0,1760.0,8400.0,6.0,2.0,540296.5735055795,3886902445,0,0
2222,275000.0,3.0,2.5,1600.0,7000.0,2.0,1600.0,1700.0,7000.0,8.0,1.2,540296.5735055795,2215902010,0,0
2223,665000.0,3.0,2.5,2630.0,10047.0,2.0,2630.0,2640.0,10620.0,9.0,1.2,540296.5735055795,1778350270,0,0
2224,670000.0,4.0,2.75,3020.0,13530.0,1.0,1540.0,2230.0,11896.0,8.0,1.4545454545454546,540296.5735055795,1449000270,0,0
2225,465000.0,3.0,1.75,1490.0,10757.0,1.0,1060.0,1490.0,10609.0,7.0,1.7142857142857142,540296.5735055795,3755100520,0,0
2226,210000.0,3.0,1.5,1160.0,5200.0,1.0,1160.0,1170.0,5200.0,7.0,2.0,540296.5735055795,8651441620,0,0
2227,265000.0,4.0,2.5,2040.0,4443.0,2.0,2040.0,2040.0,4637.0,8.0,1.6,540296.5735055795,1321970240,0,0
2228,426000.0,2.0,2.5,1550.0,2657.0,2.0,1550.0,1570.0,2442.0,8.0,0.8,540296.5735055795,6816300060,0,0
2229,529219.0,4.0,2.25,1990.0,7610.0,1.0,1290.0,1820.0,8198.0,8.0,1.7777777777777777,540296.5735055795,8563000520,0,0
2230,600000.0,3.0,2.25,1900.0,46609.0,1.5,1440.0,2460.0,43560.0,7.0,1.3333333333333333,540296.5735055795,3663000070,0,0
2231,875000.0,5.0,3.5,3840.0,8279.0,2.0,3840.0,3570.0,8279.0,9.0,1.4285714285714286,540296.5735055795,255400070,0,0
2232,608000.0,4.0,3.0,2400.0,7680.0,1.0,1200.0,2670.0,6342.0,7.0,1.3333333333333333,540296.5735055795,269000070,1,0
2233,220000.0,3.0,1.0,1660.0,21514.0,1.0,1660.0,1660.0,21600.0,7.0,3.0,540296.5735055795,1163400070,0,0
2235,295450.0,3.0,2.0,2030.0,17120.0,1.0,1890.0,1870.0,13662.0,8.0,1.5,540296.5735055795,2599200160,0,0
2236,315000.0,2.0,1.0,840.0,5087.0,1.0,840.0,1590.0,5087.0,7.0,2.0,540296.5735055795,1704900135,1,0
2237,205000.0,4.0,2.0,1450.0,8175.0,1.0,1450.0,1570.0,9024.0,7.0,2.0,540296.5735055795,6648701420,0,0
2238,310000.0,3.0,1.5,1460.0,9908.0,1.0,1460.0,1420.0,9582.0,7.0,2.0,540296.5735055795,6123000070,0,0
2240,525000.0,4.0,2.5,2910.0,7631.0,2.0,2910.0,3190.0,5552.0,9.0,1.6,540296.5735055795,5104531820,0,0
2241,284000.0,4.0,1.75,1880.0,8800.0,1.0,1130.0,1340.0,8733.0,7.0,2.2857142857142856,540296.5735055795,6620400631,0,0
2242,510000.0,3.0,1.75,2170.0,26460.0,1.0,1450.0,2090.0,29075.0,8.0,1.7142857142857142,540296.5735055795,3582500240,0,0
2243,405000.0,2.0,1.0,1260.0,4377.0,1.0,1260.0,1420.0,6376.0,7.0,2.0,540296.5735055795,1529300160,1,0
2244,509950.0,3.0,2.5,1970.0,9153.0,2.0,1970.0,1800.0,9800.0,8.0,1.2,540296.5735055795,4027700844,0,0
2245,600000.0,4.0,2.25,2090.0,45738.0,2.0,2090.0,3420.0,45738.0,8.0,1.7777777777777777,540296.5735055795,425069139,0,0
2246,990000.0,4.0,3.75,3450.0,4940.0,2.0,2570.0,1880.0,5387.0,10.0,1.0666666666666667,540296.5735055795,3047700105,1,0
2247,280005.0,3.0,1.5,1130.0,7200.0,1.0,1130.0,1130.0,7200.0,7.0,2.0,540296.5735055795,2976800550,1,0
2248,700000.0,3.0,1.75,2600.0,7668.0,1.0,1300.0,1980.0,13664.0,8.0,1.7142857142857142,540296.5735055795,6151800070,0,0
2249,330000.0,3.0,1.0,1030.0,7620.0,1.0,1030.0,1030.0,7560.0,7.0,3.0,540296.5735055795,4364700105,1,0
2250,340000.0,2.0,1.0,1700.0,6718.0,1.0,1230.0,2040.0,7500.0,7.0,2.0,540296.5735055795,7893804845,0,0
2251,468000.0,2.0,2.5,1480.0,2167.0,2.0,1390.0,2130.0,2556.0,8.0,0.8,540296.5735055795,7694800070,0,0
2252,1340000.0,4.0,2.5,4250.0,19387.0,2.0,3260.0,3690.0,17024.0,9.0,1.6,540296.5735055795,1922000070,0,0
2253,515000.0,3.0,1.75,1600.0,20873.0,1.0,1600.0,2640.0,18364.0,8.0,1.7142857142857142,540296.5735055795,4035900060,0,0
2254,245000.0,4.0,2.0,1870.0,8750.0,1.0,1870.0,1770.0,8207.0,7.0,2.0,540296.5735055795,8880600070,0,0
2255,265000.0,3.0,2.5,1440.0,7741.0,1.0,1000.0,1680.0,7316.0,7.0,1.2,540296.5735055795,739800070,0,0
2256,372400.0,3.0,2.5,2720.0,11937.0,2.0,2720.0,2590.0,9683.0,9.0,1.2,540296.5735055795,1561910270,0,0
2257,390000.0,3.0,1.5,1240.0,8410.0,1.0,1240.0,1630.0,8410.0,6.0,2.0,540296.5735055795,7305300370,1,0
2258,208000.0,3.0,1.0,1020.0,6120.0,1.0,1020.0,1370.0,8000.0,7.0,3.0,540296.5735055795,7345000340,0,0
2260,455000.0,5.0,3.5,3080.0,7759.0,2.0,2310.0,2980.0,8223.0,8.0,1.4285714285714286,540296.5735055795,8035350260,0,0
2261,270000.0,4.0,2.5,1750.0,6397.0,2.0,1750.0,1940.0,6502.0,7.0,1.6,540296.5735055795,104550520,0,0
2262,618000.0,4.0,2.25,2530.0,8736.0,1.0,1210.0,1720.0,8500.0,7.0,1.7777777777777777,540296.5735055795,4037400295,0,0
2263,213550.0,3.0,2.5,1580.0,8541.0,2.0,1580.0,1640.0,7542.0,7.0,1.2,540296.5735055795,5413200140,0,0
2264,210000.0,5.0,1.75,2340.0,9148.0,2.0,2340.0,1390.0,10019.0,7.0,2.857142857142857,540296.5735055795,522049104,0,0
2266,403500.0,4.0,2.75,2400.0,3844.0,1.0,1200.0,1100.0,3844.0,7.0,1.4545454545454546,540296.5735055795,6145601715,1,0
2267,235000.0,3.0,1.5,1300.0,7600.0,1.0,1300.0,1570.0,7600.0,7.0,2.0,540296.5735055795,1645000310,0,0
2268,287500.0,3.0,2.0,1760.0,7147.0,1.0,880.0,1720.0,7147.0,6.0,1.5,540296.5735055795,7471900045,0,0
2269,546800.0,4.0,1.5,1520.0,5910.0,1.0,1020.0,1710.0,5910.0,7.0,2.6666666666666665,540296.5735055795,7697100030,0,0
2270,183000.0,3.0,1.75,1070.0,8100.0,1.0,1070.0,1260.0,8100.0,6.0,1.7142857142857142,540296.5735055795,3313600340,0,0
2272,299500.0,3.0,1.0,1280.0,6726.0,1.0,1280.0,1630.0,5000.0,6.0,3.0,540296.5735055795,4263200030,1,0
2273,610000.0,4.0,2.25,1660.0,7350.0,1.0,1660.0,1790.0,7455.0,8.0,1.7777777777777777,540296.5735055795,6918700370,0,0
2274,288350.0,3.0,1.5,1860.0,7963.0,1.0,1200.0,1800.0,10400.0,7.0,2.0,540296.5735055795,8125200483,0,0
2275,500000.0,2.0,1.0,950.0,4500.0,1.0,850.0,1670.0,4000.0,7.0,2.0,540296.5735055795,1930301555,1,0
2276,625000.0,4.0,2.75,2140.0,4000.0,1.0,1190.0,2140.0,4770.0,7.0,1.4545454545454546,540296.5735055795,7974200776,0,0
2277,418000.0,2.0,1.5,1480.0,1349.0,2.0,1240.0,1550.0,1349.0,7.0,1.3333333333333333,540296.5735055795,2719100013,1,0
2278,660000.0,3.0,3.0,2260.0,1825.0,2.0,1660.0,2260.0,1834.0,8.0,1.0,540296.5735055795,7234601544,1,0
2279,775000.0,4.0,2.5,2300.0,6158.0,2.0,2300.0,2170.0,6434.0,9.0,1.6,540296.5735055795,5652601455,0,0
2280,429500.0,3.0,2.75,1650.0,7272.0,1.0,1230.0,1770.0,7272.0,7.0,1.0909090909090908,540296.5735055795,2558600060,0,0
2281,569000.0,3.0,2.0,1990.0,3000.0,1.5,1230.0,1600.0,4080.0,7.0,1.5,540296.5735055795,5017000575,1,0
2282,250000.0,4.0,2.0,1960.0,7560.0,1.0,1160.0,1950.0,7560.0,7.0,2.0,540296.5735055795,2796100160,0,0
2283,225000.0,3.0,1.5,1310.0,10491.0,1.0,1310.0,1430.0,9664.0,7.0,2.0,540296.5735055795,5470100270,0,0
2284,530000.0,4.0,2.75,2450.0,15002.0,1.0,2450.0,2650.0,15055.0,9.0,1.4545454545454546,540296.5735055795,6112300140,0,0
2285,306000.0,3.0,1.0,910.0,8658.0,1.0,910.0,1170.0,10200.0,7.0,3.0,540296.5735055795,4024101715,1,0
2286,517100.0,3.0,1.75,1580.0,9719.0,1.0,1580.0,1760.0,8539.0,7.0,1.7142857142857142,540296.5735055795,3205100060,0,0
2287,354950.0,3.0,1.75,1780.0,9689.0,1.0,1130.0,1660.0,9786.0,7.0,1.7142857142857142,540296.5735055795,4450700030,0,0
2288,348000.0,3.0,1.5,1040.0,1824.0,1.0,1040.0,1010.0,5100.0,6.0,2.0,540296.5735055795,7920100083,0,0
2289,522250.0,4.0,2.5,2340.0,41600.0,1.0,1640.0,2340.0,34960.0,8.0,1.6,540296.5735055795,1774350160,0,0
2290,275000.0,3.0,2.5,1720.0,8755.0,1.0,1000.0,1720.0,8690.0,8.0,1.2,540296.5735055795,2115510340,0,0
2291,390000.0,3.0,1.5,1600.0,10440.0,1.0,1600.0,1600.0,8816.0,7.0,2.0,540296.5735055795,8901000445,1,0
2292,260000.0,3.0,1.5,1320.0,9750.0,1.0,1320.0,1530.0,9750.0,7.0,2.0,540296.5735055795,6121800060,0,0
2293,585000.0,5.0,2.75,2350.0,4178.0,1.5,1520.0,1920.0,4178.0,8.0,1.8181818181818181,540296.5735055795,8712100320,1,0
2294,605000.0,5.0,2.75,2740.0,5616.0,1.5,1670.0,1600.0,4592.0,7.0,1.8181818181818181,540296.5735055795,2979800520,0,0
2295,342000.0,4.0,2.5,2300.0,6448.0,2.0,2300.0,1860.0,5872.0,8.0,1.6,540296.5735055795,2331540070,0,0
2296,900000.0,5.0,3.0,4350.0,37169.0,2.0,2950.0,3280.0,41631.0,10.0,1.6666666666666667,540296.5735055795,6345000160,0,0
2297,252000.0,3.0,1.75,1430.0,7700.0,1.0,980.0,1430.0,8625.0,7.0,1.7142857142857142,540296.5735055795,5126950340,0,0
2298,357000.0,3.0,1.75,2400.0,14012.0,1.0,2400.0,2800.0,13988.0,9.0,1.7142857142857142,540296.5735055795,5152100160,0,0
2299,370000.0,3.0,1.0,940.0,7910.0,1.0,940.0,1000.0,7700.0,6.0,3.0,540296.5735055795,3298201290,0,0
2300,322500.0,3.0,1.0,1020.0,13504.0,1.0,1020.0,1110.0,11158.0,7.0,3.0,540296.5735055795,428000055,0,0
2301,210000.0,2.0,2.0,1680.0,5756.0,2.0,1680.0,1340.0,5447.0,7.0,1.0,540296.5735055795,8698600055,0,0
2302,290000.0,2.0,1.0,1340.0,9840.0,1.0,1340.0,1610.0,8949.0,7.0,2.0,540296.5735055795,3034200885,1,0
2304,302000.0,6.0,2.0,2650.0,4621.0,1.5,2650.0,1640.0,4879.0,8.0,3.0,540296.5735055795,3145600045,1,0
2305,369160.0,4.0,2.25,2120.0,9680.0,2.0,2120.0,2360.0,9647.0,8.0,1.7777777777777777,540296.5735055795,7183000070,0,0
2306,1190000.0,4.0,2.75,2850.0,3000.0,2.5,2530.0,2083.0,4500.0,9.0,1.4545454545454546,540296.5735055795,6788200800,1,0
2307,993000.0,4.0,2.0,2850.0,14810.0,2.0,2490.0,2430.0,10454.0,8.0,2.0,540296.5735055795,824059083,0,0
2308,380000.0,6.0,2.0,1870.0,6969.0,1.0,1870.0,1500.0,6969.0,7.0,3.0,540296.5735055795,2724069117,0,0
2309,635000.0,4.0,2.0,2660.0,8160.0,1.0,1380.0,1660.0,8160.0,7.0,2.0,540296.5735055795,9157600060,1,0
2310,260000.0,3.0,1.0,1190.0,11120.0,1.0,1190.0,1230.0,12720.0,6.0,3.0,540296.5735055795,943100262,0,0
2311,243000.0,2.0,1.0,1770.0,5522.0,1.5,960.0,1830.0,7378.0,7.0,2.0,540296.5735055795,3810000465,1,0
2312,1400000.0,4.0,2.5,2770.0,8879.0,2.0,2770.0,2770.0,8882.0,9.0,1.6,540296.5735055795,2451000070,0,0
2313,665000.0,4.0,2.5,2080.0,8100.0,1.0,1220.0,2090.0,8100.0,8.0,1.6,540296.5735055795,7640400070,1,0
2314,898000.0,5.0,2.25,2700.0,9000.0,2.0,2700.0,2630.0,9000.0,9.0,2.2222222222222223,540296.5735055795,7732410370,0,0
2315,583000.0,4.0,2.75,2200.0,9453.0,1.0,1100.0,1390.0,5355.0,8.0,1.4545454545454546,540296.5735055795,3253500030,1,0
2316,429000.0,4.0,1.75,2160.0,7700.0,2.0,2160.0,2080.0,7700.0,8.0,2.2857142857142856,540296.5735055795,2128000160,0,0
2317,471000.0,3.0,2.5,2010.0,4059.0,2.0,2010.0,2010.0,5779.0,8.0,1.2,540296.5735055795,3764650070,0,0
2320,450000.0,3.0,1.5,1770.0,17208.0,1.0,1160.0,2450.0,17118.0,8.0,2.0,540296.5735055795,2211700160,0,0
2321,552500.0,3.0,1.0,1430.0,5000.0,1.0,1430.0,1210.0,5000.0,7.0,3.0,540296.5735055795,9376301180,1,0
2322,437000.0,4.0,1.75,1700.0,10642.0,1.0,850.0,1610.0,11200.0,7.0,2.2857142857142856,540296.5735055795,2203500570,0,0
2323,270000.0,4.0,2.0,1830.0,5220.0,1.5,1830.0,1760.0,5757.0,7.0,2.0,540296.5735055795,3634100030,1,0
2324,226740.0,3.0,1.5,1410.0,8800.0,1.0,1410.0,2180.0,10108.0,7.0,2.0,540296.5735055795,2599200830,0,0
2325,446500.0,4.0,2.5,3060.0,7920.0,1.0,1810.0,2690.0,7767.0,8.0,1.6,540296.5735055795,4140090370,0,0
2326,283000.0,3.0,2.0,1820.0,15068.0,2.0,1520.0,1490.0,9589.0,7.0,1.5,540296.5735055795,2320069083,0,0
2327,445000.0,4.0,1.75,2430.0,13211.0,1.5,2430.0,1330.0,10500.0,7.0,2.2857142857142856,540296.5735055795,6893300295,0,0
2328,250000.0,2.0,1.0,740.0,6840.0,1.0,740.0,740.0,6840.0,6.0,2.0,540296.5735055795,7454000030,1,0
2329,307000.0,3.0,1.0,770.0,6552.0,1.0,670.0,920.0,7200.0,6.0,3.0,540296.5735055795,7454001090,1,0
2330,315000.0,4.0,2.75,2200.0,8580.0,1.0,1860.0,2290.0,7816.0,8.0,1.4545454545454546,540296.5735055795,2944500340,0,0
2331,555000.0,3.0,3.0,2920.0,23085.0,1.5,1540.0,2270.0,18180.0,7.0,1.0,540296.5735055795,2346800270,1,0
2332,264900.0,4.0,2.5,2040.0,7000.0,1.0,1250.0,1900.0,7378.0,7.0,1.6,540296.5735055795,2796100640,0,0
2333,510000.0,3.0,2.0,1600.0,4510.0,1.0,990.0,1580.0,4561.0,7.0,1.5,540296.5735055795,993000046,1,0
2334,328000.0,4.0,2.5,1990.0,3980.0,2.0,1990.0,1990.0,4373.0,7.0,1.6,540296.5735055795,2333230270,0,0
2335,358000.0,4.0,2.5,1830.0,7308.0,2.0,1830.0,1830.0,5692.0,7.0,1.6,540296.5735055795,5104510340,0,0
2336,325000.0,3.0,2.5,2540.0,4260.0,2.0,2540.0,2190.0,4260.0,7.0,1.2,540296.5735055795,2517000700,0,0
2337,1370000.0,2.0,3.25,2700.0,3444.0,3.0,2700.0,2710.0,3444.0,9.0,0.6153846153846154,540296.5735055795,1724069062,0,1
2338,230000.0,4.0,2.0,1440.0,10800.0,1.0,1440.0,1190.0,7380.0,7.0,2.0,540296.5735055795,5556800260,0,0
2339,545000.0,3.0,2.0,1550.0,4000.0,1.0,940.0,1880.0,4000.0,7.0,1.5,540296.5735055795,2771603610,1,0
2340,705380.0,3.0,2.5,2490.0,4343.0,2.0,2490.0,2130.0,4106.0,9.0,1.2,540296.5735055795,3629910240,0,0
2341,459000.0,5.0,2.5,2650.0,12987.0,1.0,1350.0,2160.0,12726.0,7.0,2.0,540296.5735055795,5634500036,0,0
2342,815000.0,4.0,2.25,2000.0,3800.0,2.0,2000.0,1610.0,3800.0,8.0,1.7777777777777777,540296.5735055795,2887703066,0,0
2344,520000.0,3.0,2.5,2280.0,58712.0,2.5,2280.0,2240.0,24332.0,9.0,1.2,540296.5735055795,1421069159,0,0
2345,430000.0,2.0,1.5,1320.0,1194.0,3.0,1320.0,1320.0,1250.0,7.0,1.3333333333333333,540296.5735055795,476000335,1,0
2346,255000.0,4.0,2.5,2070.0,7800.0,2.0,2070.0,1950.0,7815.0,8.0,1.6,540296.5735055795,251300260,0,0
2347,588000.0,3.0,2.0,1860.0,4777.0,2.0,1860.0,1580.0,3822.0,7.0,1.5,540296.5735055795,2887700140,0,0
2348,350000.0,3.0,1.0,940.0,7811.0,1.0,940.0,1180.0,7490.0,6.0,3.0,540296.5735055795,3298201170,0,0
2349,625000.0,4.0,2.75,2290.0,21486.0,1.0,2290.0,2540.0,15936.0,7.0,1.4545454545454546,540296.5735055795,2024059084,0,0
2350,172500.0,2.0,2.0,1510.0,20685.0,1.0,1250.0,1490.0,29527.0,6.0,1.0,540296.5735055795,7229700105,0,0
2351,554000.0,3.0,2.0,1830.0,3500.0,1.5,1290.0,1530.0,4000.0,7.0,1.5,540296.5735055795,2313900560,0,0
2352,775000.0,4.0,2.5,3090.0,7112.0,2.0,3090.0,3050.0,6000.0,9.0,1.6,540296.5735055795,6192400400,0,0
2354,618000.0,3.0,2.75,3200.0,12682.0,2.0,3200.0,2880.0,10432.0,9.0,1.0909090909090908,540296.5735055795,3582900200,0,0
2356,232000.0,3.0,2.0,1280.0,13356.0,1.0,1280.0,1590.0,8071.0,7.0,1.5,540296.5735055795,7760400350,0,0
2357,262000.0,4.0,2.5,2020.0,6236.0,2.0,2020.0,1940.0,5076.0,7.0,1.6,540296.5735055795,128500260,0,0
2358,234000.0,3.0,1.0,1040.0,8122.0,1.0,1040.0,1470.0,8676.0,7.0,3.0,540296.5735055795,1697000370,0,0
2359,500000.0,4.0,2.75,2260.0,7209.0,1.0,1330.0,1790.0,10860.0,7.0,1.4545454545454546,540296.5735055795,8902000267,1,0
2360,278000.0,3.0,1.0,860.0,7632.0,1.0,860.0,890.0,7632.0,6.0,3.0,540296.5735055795,1218000030,0,0
2362,500000.0,4.0,1.75,2290.0,9215.0,1.0,1270.0,2290.0,10200.0,8.0,2.2857142857142856,540296.5735055795,5710600030,0,0
2363,366500.0,4.0,2.75,2070.0,9300.0,1.0,1120.0,1010.0,8308.0,7.0,1.4545454545454546,540296.5735055795,7304300570,1,0
2364,665000.0,6.0,3.0,4250.0,4400.0,2.5,3020.0,1520.0,4950.0,7.0,2.0,540296.5735055795,1702901180,1,0
2365,1100000.0,3.0,1.5,2220.0,4830.0,2.0,1790.0,1670.0,4830.0,9.0,2.0,540296.5735055795,3508100135,0,0
2366,575000.0,2.0,1.75,1840.0,4076.0,1.0,1140.0,1540.0,4076.0,8.0,1.1428571428571428,540296.5735055795,4443800030,1,0
2367,674750.0,4.0,2.5,2590.0,9753.0,2.0,2590.0,2800.0,9917.0,10.0,1.6,540296.5735055795,2553300140,0,0
2368,719000.0,5.0,2.0,3110.0,6131.0,1.0,1560.0,1720.0,6600.0,7.0,2.5,540296.5735055795,4154300465,1,0
2370,254000.0,2.0,1.0,1060.0,8187.0,1.0,1060.0,1260.0,8188.0,6.0,2.0,540296.5735055795,9371700125,1,0
2371,443725.0,3.0,1.75,1250.0,3880.0,1.0,750.0,1240.0,3880.0,7.0,1.7142857142857142,540296.5735055795,4443800810,1,0
2372,575000.0,4.0,2.5,2520.0,35636.0,2.0,2520.0,2230.0,35673.0,8.0,1.6,540296.5735055795,1330900570,0,0
2373,469000.0,3.0,2.25,2070.0,9957.0,1.0,1440.0,2070.0,10158.0,8.0,1.3333333333333333,540296.5735055795,4017110200,1,0
2374,175000.0,2.0,1.0,1300.0,44431.0,1.0,1300.0,1470.0,14850.0,6.0,2.0,540296.5735055795,303000445,0,0
2375,437000.0,5.0,2.0,2190.0,8316.0,1.0,1390.0,2010.0,8316.0,7.0,2.5,540296.5735055795,7857003505,1,0
2376,550000.0,4.0,3.0,2760.0,13113.0,1.0,1760.0,1900.0,13113.0,8.0,1.3333333333333333,540296.5735055795,4027701291,0,0
2377,172040.0,3.0,2.25,1710.0,7134.0,1.0,1130.0,1790.0,7455.0,7.0,1.3333333333333333,540296.5735055795,3831200200,0,0
2378,363000.0,3.0,2.0,1750.0,7000.0,1.0,1750.0,1840.0,6969.0,8.0,1.5,540296.5735055795,4123830070,0,0
2379,282000.0,3.0,2.25,1552.0,3600.0,2.0,1552.0,1677.0,3600.0,7.0,1.3333333333333333,540296.5735055795,8946750140,0,0
2380,400000.0,6.0,2.0,2350.0,6554.0,2.0,2000.0,1560.0,6554.0,8.0,3.0,540296.5735055795,7129300400,1,0
2383,269950.0,4.0,2.5,1960.0,7230.0,2.0,1960.0,1850.0,7208.0,8.0,1.6,540296.5735055795,7879600070,0,0
2384,260000.0,2.0,1.0,1270.0,19602.0,1.0,1270.0,1270.0,17699.0,6.0,2.0,540296.5735055795,6151800486,0,0
2385,193000.0,3.0,1.5,1180.0,7000.0,1.0,1180.0,1630.0,7500.0,7.0,2.0,540296.5735055795,8581200160,0,0
2386,340000.0,4.0,2.25,2230.0,6791.0,2.0,2230.0,2420.0,6297.0,8.0,1.7777777777777777,540296.5735055795,2395710070,0,0
2388,371000.0,3.0,2.5,2150.0,8361.0,2.0,2150.0,2150.0,9368.0,8.0,1.2,540296.5735055795,8856920070,0,0
2389,592000.0,3.0,2.5,2400.0,81892.0,2.0,2400.0,1370.0,37270.0,8.0,1.2,540296.5735055795,323089084,0,0
2390,300000.0,3.0,2.5,1830.0,12750.0,2.0,1830.0,1610.0,10000.0,7.0,1.2,540296.5735055795,798000342,0,0
2391,449950.0,4.0,3.0,2800.0,6977.0,2.0,2800.0,2800.0,6600.0,8.0,1.3333333333333333,540296.5735055795,5104511840,0,0
2392,299500.0,3.0,2.5,2090.0,7163.0,2.0,2090.0,2320.0,8634.0,8.0,1.2,540296.5735055795,5205000400,0,0
2393,995000.0,4.0,2.25,2340.0,13406.0,1.0,2340.0,2340.0,10743.0,9.0,1.7777777777777777,540296.5735055795,8565900160,0,0
2394,335000.0,4.0,1.75,1670.0,9472.0,1.0,1100.0,1080.0,5195.0,7.0,2.2857142857142856,540296.5735055795,4302700445,1,0
2395,280000.0,4.0,2.25,1990.0,7350.0,1.0,1180.0,2030.0,7210.0,8.0,1.7777777777777777,540296.5735055795,2413300240,0,0
2396,446000.0,4.0,2.25,2270.0,7800.0,1.0,1290.0,1480.0,7280.0,7.0,1.7777777777777777,540296.5735055795,9477201620,0,0
2398,325000.0,3.0,1.0,950.0,4500.0,1.0,950.0,1140.0,4500.0,6.0,3.0,540296.5735055795,3336000791,1,0
2399,450000.0,3.0,1.75,1610.0,11200.0,1.0,1610.0,1610.0,11200.0,7.0,1.7142857142857142,540296.5735055795,1087700030,0,0
2400,322500.0,4.0,2.5,1940.0,7107.0,2.0,1940.0,1850.0,5705.0,7.0,1.6,540296.5735055795,8856970570,0,0
2401,453000.0,3.0,1.0,1210.0,9473.0,1.0,1210.0,1700.0,11465.0,7.0,3.0,540296.5735055795,2206700295,0,0
2402,655000.0,4.0,2.5,2570.0,4412.0,2.0,2570.0,2460.0,5470.0,9.0,1.6,540296.5735055795,293910030,0,0
2403,603000.0,3.0,2.25,1700.0,2800.0,2.0,1150.0,1500.0,3400.0,7.0,1.3333333333333333,540296.5735055795,9547205660,0,0
2406,1020000.0,3.0,3.5,2880.0,11340.0,1.0,1690.0,2530.0,11340.0,8.0,0.8571428571428571,540296.5735055795,8562900240,0,0
2407,435000.0,4.0,2.25,1990.0,8548.0,2.0,1990.0,2320.0,8926.0,8.0,1.7777777777777777,540296.5735055795,1088000030,0,0
2408,242000.0,3.0,2.0,1260.0,8092.0,1.0,1260.0,1950.0,8092.0,7.0,1.5,540296.5735055795,1545800640,0,0
2410,810000.0,4.0,2.75,3010.0,10450.0,2.0,3010.0,3010.0,10530.0,9.0,1.4545454545454546,540296.5735055795,11520640,0,0
2411,625000.0,3.0,2.5,2410.0,64073.0,1.0,1820.0,2980.0,48760.0,8.0,1.2,540296.5735055795,3407700046,0,0
2412,165000.0,3.0,1.5,1280.0,7742.0,1.0,1280.0,1566.0,7696.0,7.0,2.0,540296.5735055795,7696600240,0,0
2413,335000.0,3.0,1.0,2320.0,6750.0,1.0,1160.0,1230.0,6075.0,7.0,3.0,540296.5735055795,3904100106,1,0
2414,286700.0,3.0,1.0,1220.0,6600.0,1.0,1220.0,1100.0,6600.0,6.0,3.0,540296.5735055795,7849201600,0,0
2415,699000.0,2.0,1.5,1400.0,4050.0,1.0,1400.0,1900.0,5940.0,8.0,1.3333333333333333,540296.5735055795,8924100111,0,0
2416,280000.0,3.0,1.75,1590.0,7280.0,1.0,1140.0,1590.0,9634.0,7.0,1.7142857142857142,540296.5735055795,2221000070,0,0
2417,580000.0,4.0,2.5,2220.0,7064.0,2.0,2220.0,2220.0,7451.0,8.0,1.6,540296.5735055795,8078350030,0,0
